"OID","SUBBASIN","ARSUB","LANDUSE","ARLU","SOIL","ARSO","SLP","ARSLP","SLOPE","UNIQUECOMB","HRU_ID","HRU_GIS"
185,2.00,71575.87,"URMD",5751.56,"WASSER",10.12,"0-4.29",10.12,1.50,"2_URMD_WASSER_0-4.29",185,"000020039"
186,2.00,71575.87,"BARR",243.56,"AGVKTU",51.18,"0-4.29",43.31,1.10,"2_BARR_AGVKTU_0-4.29",186,"000020040"
187,2.00,71575.87,"BARR",243.56,"AGVKTU",51.18,"4.29-11.8",7.87,5.46,"2_BARR_AGVKTU_4.29-11.8",187,"000020041"
188,2.00,71575.87,"BARR",243.56,"BELVTS",11.25,"11.8-9999",9.00,16.02,"2_BARR_BELVTS_11.8-9999",188,"000020042"
189,2.00,71575.87,"BARR",243.56,"BELVTS",11.25,"4.29-11.8",2.25,9.69,"2_BARR_BELVTS_4.29-11.8",189,"000020043"
190,2.00,71575.87,"BARR",243.56,"FEAL",27.56,"0-4.29",3.93,2.86,"2_BARR_FEAL_0-4.29",190,"000020044"
191,2.00,71575.87,"BARR",243.56,"FEAL",27.56,"11.8-9999",10.12,17.73,"2_BARR_FEAL_11.8-9999",191,"000020045"
192,2.00,71575.87,"BARR",243.56,"FEAL",27.56,"4.29-11.8",13.50,7.90,"2_BARR_FEAL_4.29-11.8",192,"000020046"
193,2.00,71575.87,"BARR",243.56,"LSYKIP",1.68,"0-4.29",1.68,1.96,"2_BARR_LSYKIP_0-4.29",193,"000020047"
194,2.00,71575.87,"BARR",243.56,"NM",67.50,"4.29-11.8",29.81,7.12,"2_BARR_NM_4.29-11.8",194,"000020048"
195,2.00,71575.87,"BARR",243.56,"NM",67.50,"0-4.29",37.68,2.82,"2_BARR_NM_0-4.29",195,"000020049"
196,2.00,71575.87,"BARR",243.56,"PBLVWS",3.37,"0-4.29",3.37,2.52,"2_BARR_PBLVWS_0-4.29",196,"000020050"
197,2.00,71575.87,"BARR",243.56,"TL",70.87,"0-4.29",37.12,2.37,"2_BARR_TL_0-4.29",197,"000020051"
198,2.00,71575.87,"BARR",243.56,"TL",70.87,"4.29-11.8",31.50,7.30,"2_BARR_TL_4.29-11.8",198,"000020052"
199,2.00,71575.87,"BARR",243.56,"TL",70.87,"11.8-9999",2.25,13.89,"2_BARR_TL_11.8-9999",199,"000020053"
200,2.00,71575.87,"BARR",243.56,"TPBEL",10.12,"4.29-11.8",5.62,6.12,"2_BARR_TPBEL_4.29-11.8",200,"000020054"
201,2.00,71575.87,"BARR",243.56,"TPBEL",10.12,"0-4.29",4.50,1.80,"2_BARR_TPBEL_0-4.29",201,"000020055"
202,2.00,71575.87,"PAST",1580.62,"AGVKTU",164.81,"4.29-11.8",10.68,5.72,"2_PAST_AGVKTU_4.29-11.8",202,"000020056"
203,2.00,71575.87,"PAST",1580.62,"AGVKTU",164.81,"0-4.29",154.12,1.43,"2_PAST_AGVKTU_0-4.29",203,"000020057"
204,2.00,71575.87,"PAST",1580.62,"AGVLTA",2.81,"0-4.29",2.81,3.14,"2_PAST_AGVLTA_0-4.29",204,"000020058"
205,2.00,71575.87,"PAST",1580.62,"BELVSI",125.43,"11.8-9999",20.25,23.41,"2_PAST_BELVSI_11.8-9999",205,"000020059"
206,2.00,71575.87,"PAST",1580.62,"BELVSI",125.43,"4.29-11.8",29.81,6.53,"2_PAST_BELVSI_4.29-11.8",206,"000020060"
207,2.00,71575.87,"PAST",1580.62,"BELVSI",125.43,"0-4.29",75.37,2.46,"2_PAST_BELVSI_0-4.29",207,"000020061"
208,2.00,71575.87,"PAST",1580.62,"BELVTS",140.06,"4.29-11.8",74.25,6.78,"2_PAST_BELVTS_4.29-11.8",208,"000020062"
209,2.00,71575.87,"PAST",1580.62,"BELVTS",140.06,"0-4.29",48.37,2.86,"2_PAST_BELVTS_0-4.29",209,"000020063"
210,2.00,71575.87,"PAST",1580.62,"BELVTS",140.06,"11.8-9999",17.43,14.65,"2_PAST_BELVTS_11.8-9999",210,"000020064"
211,2.00,71575.87,"PAST",1580.62,"BESMMG",126.56,"11.8-9999",15.75,15.85,"2_PAST_BESMMG_11.8-9999",211,"000020065"
212,2.00,71575.87,"PAST",1580.62,"BESMMG",126.56,"4.29-11.8",68.62,6.83,"2_PAST_BESMMG_4.29-11.8",212,"000020066"
213,2.00,71575.87,"PAST",1580.62,"BESMMG",126.56,"0-4.29",42.18,3.08,"2_PAST_BESMMG_0-4.29",213,"000020067"
214,2.00,71575.87,"PAST",1580.62,"BESVL",77.06,"11.8-9999",11.81,17.10,"2_PAST_BESVL_11.8-9999",214,"000020068"
215,2.00,71575.87,"PAST",1580.62,"BESVL",77.06,"0-4.29",28.68,2.26,"2_PAST_BESVL_0-4.29",215,"000020069"
216,2.00,71575.87,"PAST",1580.62,"BESVL",77.06,"4.29-11.8",36.56,6.86,"2_PAST_BESVL_4.29-11.8",216,"000020070"
217,2.00,71575.87,"PAST",1580.62,"BETL",11.81,"4.29-11.8",9.56,6.97,"2_PAST_BETL_4.29-11.8",217,"000020071"
218,2.00,71575.87,"PAST",1580.62,"BETL",11.81,"0-4.29",1.68,3.32,"2_PAST_BETL_0-4.29",218,"000020072"
219,2.00,71575.87,"PAST",1580.62,"BETL",11.81,"11.8-9999",0.56,13.50,"2_PAST_BETL_11.8-9999",219,"000020073"
220,2.00,71575.87,"PAST",1580.62,"FEAL",559.68,"4.29-11.8",195.18,7.30,"2_PAST_FEAL_4.29-11.8",220,"000020074"
221,2.00,71575.87,"PAST",1580.62,"FEAL",559.68,"0-4.29",291.37,2.11,"2_PAST_FEAL_0-4.29",221,"000020075"
222,2.00,71575.87,"PAST",1580.62,"FEAL",559.68,"11.8-9999",73.12,16.83,"2_PAST_FEAL_11.8-9999",222,"000020076"
223,2.00,71575.87,"PAST",1580.62,"LSYKIP",39.93,"4.29-11.8",8.43,6.56,"2_PAST_LSYKIP_4.29-11.8",223,"000020077"
224,2.00,71575.87,"PAST",1580.62,"LSYKIP",39.93,"0-4.29",31.50,1.64,"2_PAST_LSYKIP_0-4.29",224,"000020078"
225,2.00,71575.87,"PAST",1580.62,"NM",173.25,"0-4.29",164.25,1.32,"2_PAST_NM_0-4.29",225,"000020079"
226,2.00,71575.87,"PAST",1580.62,"NM",173.25,"4.29-11.8",9.00,5.88,"2_PAST_NM_4.29-11.8",226,"000020080"
227,2.00,71575.87,"PAST",1580.62,"PBLVWS",27.00,"0-4.29",26.43,1.35,"2_PAST_PBLVWS_0-4.29",227,"000020081"
228,2.00,71575.87,"PAST",1580.62,"PBLVWS",27.00,"4.29-11.8",0.56,7.97,"2_PAST_PBLVWS_4.29-11.8",228,"000020082"
229,2.00,71575.87,"PAST",1580.62,"TL",17.43,"0-4.29",14.62,1.65,"2_PAST_TL_0-4.29",229,"000020083"
230,2.00,71575.87,"PAST",1580.62,"TL",17.43,"4.29-11.8",2.81,4.56,"2_PAST_TL_4.29-11.8",230,"000020084"
231,2.00,71575.87,"PAST",1580.62,"TPBEL",114.75,"0-4.29",96.18,1.47,"2_PAST_TPBEL_0-4.29",231,"000020085"
232,2.00,71575.87,"PAST",1580.62,"TPBEL",114.75,"11.8-9999",2.25,12.24,"2_PAST_TPBEL_11.8-9999",232,"000020086"
233,2.00,71575.87,"PAST",1580.62,"TPBEL",114.75,"4.29-11.8",16.31,7.89,"2_PAST_TPBEL_4.29-11.8",233,"000020087"
234,2.00,71575.87,"FRSD",6459.75,"AGVLTA",11.25,"11.8-9999",2.25,14.14,"2_FRSD_AGVLTA_11.8-9999",234,"000020088"
235,2.00,71575.87,"FRSD",6459.75,"AGVLTA",11.25,"4.29-11.8",7.87,8.80,"2_FRSD_AGVLTA_4.29-11.8",235,"000020089"
236,2.00,71575.87,"FRSD",6459.75,"AGVLTA",11.25,"0-4.29",1.12,2.93,"2_FRSD_AGVLTA_0-4.29",236,"000020090"
237,2.00,71575.87,"FRSD",6459.75,"BELVSI",759.37,"0-4.29",117.00,2.80,"2_FRSD_BELVSI_0-4.29",237,"000020091"
238,2.00,71575.87,"FRSD",6459.75,"BELVSI",759.37,"4.29-11.8",372.37,7.76,"2_FRSD_BELVSI_4.29-11.8",238,"000020092"
239,2.00,71575.87,"FRSD",6459.75,"BELVSI",759.37,"11.8-9999",270.00,19.41,"2_FRSD_BELVSI_11.8-9999",239,"000020093"
240,2.00,71575.87,"FRSD",6459.75,"BELVTS",2430.00,"11.8-9999",1191.37,20.55,"2_FRSD_BELVTS_11.8-9999",240,"000020094"
241,2.00,71575.87,"FRSD",6459.75,"BELVTS",2430.00,"4.29-11.8",922.50,7.91,"2_FRSD_BELVTS_4.29-11.8",241,"000020095"
242,2.00,71575.87,"FRSD",6459.75,"BELVTS",2430.00,"0-4.29",316.12,2.78,"2_FRSD_BELVTS_0-4.29",242,"000020096"
243,2.00,71575.87,"FRSD",6459.75,"BESMMG",1417.50,"0-4.29",230.62,2.75,"2_FRSD_BESMMG_0-4.29",243,"000020097"
244,2.00,71575.87,"FRSD",6459.75,"BESMMG",1417.50,"11.8-9999",628.31,28.93,"2_FRSD_BESMMG_11.8-9999",244,"000020098"
245,2.00,71575.87,"FRSD",6459.75,"BESMMG",1417.50,"4.29-11.8",558.56,7.51,"2_FRSD_BESMMG_4.29-11.8",245,"000020099"
246,2.00,71575.87,"FRSD",6459.75,"BESVL",41.62,"0-4.29",1.68,3.49,"2_FRSD_BESVL_0-4.29",246,"000020100"
247,2.00,71575.87,"FRSD",6459.75,"BESVL",41.62,"4.29-11.8",22.50,7.84,"2_FRSD_BESVL_4.29-11.8",247,"000020101"
248,2.00,71575.87,"FRSD",6459.75,"BESVL",41.62,"11.8-9999",17.43,17.13,"2_FRSD_BESVL_11.8-9999",248,"000020102"
249,2.00,71575.87,"FRSD",6459.75,"BETL",193.50,"11.8-9999",31.50,15.00,"2_FRSD_BETL_11.8-9999",249,"000020103"
250,2.00,71575.87,"FRSD",6459.75,"BETL",193.50,"4.29-11.8",109.12,7.34,"2_FRSD_BETL_4.29-11.8",250,"000020104"
251,2.00,71575.87,"FRSD",6459.75,"BETL",193.50,"0-4.29",52.87,2.93,"2_FRSD_BETL_0-4.29",251,"000020105"
252,2.00,71575.87,"FRSD",6459.75,"FEAL",884.25,"11.8-9999",252.56,17.57,"2_FRSD_FEAL_11.8-9999",252,"000020106"
253,2.00,71575.87,"FRSD",6459.75,"FEAL",884.25,"4.29-11.8",387.00,7.68,"2_FRSD_FEAL_4.29-11.8",253,"000020107"
254,2.00,71575.87,"FRSD",6459.75,"FEAL",884.25,"0-4.29",244.68,2.54,"2_FRSD_FEAL_0-4.29",254,"000020108"
255,2.00,71575.87,"FRSD",6459.75,"LSYKIP",423.56,"0-4.29",227.81,2.20,"2_FRSD_LSYKIP_0-4.29",255,"000020109"
256,2.00,71575.87,"FRSD",6459.75,"LSYKIP",423.56,"4.29-11.8",122.62,7.12,"2_FRSD_LSYKIP_4.29-11.8",256,"000020110"
257,2.00,71575.87,"FRSD",6459.75,"LSYKIP",423.56,"11.8-9999",73.12,17.29,"2_FRSD_LSYKIP_11.8-9999",257,"000020111"
258,2.00,71575.87,"FRSD",6459.75,"NM",14.62,"4.29-11.8",7.87,5.39,"2_FRSD_NM_4.29-11.8",258,"000020112"
259,2.00,71575.87,"FRSD",6459.75,"NM",14.62,"0-4.29",6.75,2.87,"2_FRSD_NM_0-4.29",259,"000020113"
260,2.00,71575.87,"FRSD",6459.75,"PBESMM",263.81,"11.8-9999",91.12,21.47,"2_FRSD_PBESMM_11.8-9999",260,"000020114"
261,2.00,71575.87,"FRSD",6459.75,"PBESMM",263.81,"0-4.29",32.62,2.70,"2_FRSD_PBESMM_0-4.29",261,"000020115"
262,2.00,71575.87,"FRSD",6459.75,"PBESMM",263.81,"4.29-11.8",140.06,7.90,"2_FRSD_PBESMM_4.29-11.8",262,"000020116"
263,2.00,71575.87,"FRSD",6459.75,"TL",20.25,"0-4.29",15.18,2.49,"2_FRSD_TL_0-4.29",263,"000020117"
264,2.00,71575.87,"FRSD",6459.75,"TL",20.25,"4.29-11.8",5.06,5.63,"2_FRSD_TL_4.29-11.8",264,"000020118"
265,2.00,71575.87,"FRSE",4809.93,"AGVLTA",1.12,"4.29-11.8",1.12,8.97,"2_FRSE_AGVLTA_4.29-11.8",265,"000020119"
266,2.00,71575.87,"FRSE",4809.93,"BELVSI",521.43,"11.8-9999",198.00,19.63,"2_FRSE_BELVSI_11.8-9999",266,"000020120"
267,2.00,71575.87,"FRSE",4809.93,"BELVSI",521.43,"4.29-11.8",240.18,7.52,"2_FRSE_BELVSI_4.29-11.8",267,"000020121"
268,2.00,71575.87,"FRSE",4809.93,"BELVSI",521.43,"0-4.29",83.25,2.76,"2_FRSE_BELVSI_0-4.29",268,"000020122"
269,2.00,71575.87,"FRSE",4809.93,"BELVTS",1350.56,"11.8-9999",185.06,16.73,"2_FRSE_BELVTS_11.8-9999",269,"000020123"
270,2.00,71575.87,"FRSE",4809.93,"BELVTS",1350.56,"0-4.29",525.37,2.64,"2_FRSE_BELVTS_0-4.29",270,"000020124"
271,2.00,71575.87,"FRSE",4809.93,"BELVTS",1350.56,"4.29-11.8",640.12,7.23,"2_FRSE_BELVTS_4.29-11.8",271,"000020125"
272,2.00,71575.87,"FRSE",4809.93,"BESMMG",1165.50,"4.29-11.8",559.68,7.55,"2_FRSE_BESMMG_4.29-11.8",272,"000020126"
273,2.00,71575.87,"FRSE",4809.93,"BESMMG",1165.50,"0-4.29",253.68,2.68,"2_FRSE_BESMMG_0-4.29",273,"000020127"
274,2.00,71575.87,"FRSE",4809.93,"BESMMG",1165.50,"11.8-9999",352.12,21.33,"2_FRSE_BESMMG_11.8-9999",274,"000020128"
275,2.00,71575.87,"FRSE",4809.93,"BESVL",385.87,"4.29-11.8",192.37,6.99,"2_FRSE_BESVL_4.29-11.8",275,"000020129"
276,2.00,71575.87,"FRSE",4809.93,"BESVL",385.87,"0-4.29",122.62,2.80,"2_FRSE_BESVL_0-4.29",276,"000020130"
277,2.00,71575.87,"FRSE",4809.93,"BESVL",385.87,"11.8-9999",70.87,19.06,"2_FRSE_BESVL_11.8-9999",277,"000020131"
278,2.00,71575.87,"FRSE",4809.93,"BETL",165.93,"4.29-11.8",59.62,8.39,"2_FRSE_BETL_4.29-11.8",278,"000020132"
279,2.00,71575.87,"FRSE",4809.93,"BETL",165.93,"0-4.29",16.87,2.61,"2_FRSE_BETL_0-4.29",279,"000020133"
280,2.00,71575.87,"FRSE",4809.93,"BETL",165.93,"11.8-9999",89.43,18.11,"2_FRSE_BETL_11.8-9999",280,"000020134"
281,2.00,71575.87,"FRSE",4809.93,"FEAL",119.81,"11.8-9999",66.93,18.43,"2_FRSE_FEAL_11.8-9999",281,"000020135"
282,2.00,71575.87,"FRSE",4809.93,"FEAL",119.81,"0-4.29",14.06,2.98,"2_FRSE_FEAL_0-4.29",282,"000020136"
283,2.00,71575.87,"FRSE",4809.93,"FEAL",119.81,"4.29-11.8",38.81,7.70,"2_FRSE_FEAL_4.29-11.8",283,"000020137"
284,2.00,71575.87,"FRSE",4809.93,"PBESMM",1023.75,"4.29-11.8",595.68,7.39,"2_FRSE_PBESMM_4.29-11.8",284,"000020138"
285,2.00,71575.87,"FRSE",4809.93,"PBESMM",1023.75,"11.8-9999",151.31,16.99,"2_FRSE_PBESMM_11.8-9999",285,"000020139"
286,2.00,71575.87,"FRSE",4809.93,"PBESMM",1023.75,"0-4.29",276.75,2.93,"2_FRSE_PBESMM_0-4.29",286,"000020140"
287,2.00,71575.87,"FRSE",4809.93,"PBLVWS",75.93,"4.29-11.8",28.68,7.10,"2_FRSE_PBLVWS_4.29-11.8",287,"000020141"
288,2.00,71575.87,"FRSE",4809.93,"PBLVWS",75.93,"11.8-9999",14.06,16.59,"2_FRSE_PBLVWS_11.8-9999",288,"000020142"
289,2.00,71575.87,"FRSE",4809.93,"PBLVWS",75.93,"0-4.29",33.18,2.87,"2_FRSE_PBLVWS_0-4.29",289,"000020143"
290,2.00,71575.87,"FRST",8156.25,"AGVLTA",43.31,"0-4.29",2.25,3.54,"2_FRST_AGVLTA_0-4.29",290,"000020144"
291,2.00,71575.87,"FRST",8156.25,"AGVLTA",43.31,"11.8-9999",25.31,19.63,"2_FRST_AGVLTA_11.8-9999",291,"000020145"
292,2.00,71575.87,"FRST",8156.25,"AGVLTA",43.31,"4.29-11.8",15.75,8.33,"2_FRST_AGVLTA_4.29-11.8",292,"000020146"
293,2.00,71575.87,"FRST",8156.25,"BELVSI",1706.62,"11.8-9999",586.12,19.42,"2_FRST_BELVSI_11.8-9999",293,"000020147"
294,2.00,71575.87,"FRST",8156.25,"BELVSI",1706.62,"4.29-11.8",779.06,7.67,"2_FRST_BELVSI_4.29-11.8",294,"000020148"
295,2.00,71575.87,"FRST",8156.25,"BELVSI",1706.62,"0-4.29",341.43,2.69,"2_FRST_BELVSI_0-4.29",295,"000020149"
296,2.00,71575.87,"FRST",8156.25,"BELVTS",2253.93,"0-4.29",457.31,2.73,"2_FRST_BELVTS_0-4.29",296,"000020150"
297,2.00,71575.87,"FRST",8156.25,"BELVTS",2253.93,"11.8-9999",758.25,20.09,"2_FRST_BELVTS_11.8-9999",297,"000020151"
298,2.00,71575.87,"FRST",8156.25,"BELVTS",2253.93,"4.29-11.8",1038.37,7.62,"2_FRST_BELVTS_4.29-11.8",298,"000020152"
299,2.00,71575.87,"FRST",8156.25,"BESMMG",1811.25,"0-4.29",295.87,2.67,"2_FRST_BESMMG_0-4.29",299,"000020153"
300,2.00,71575.87,"FRST",8156.25,"BESMMG",1811.25,"4.29-11.8",673.87,7.71,"2_FRST_BESMMG_4.29-11.8",300,"000020154"
301,2.00,71575.87,"FRST",8156.25,"BESMMG",1811.25,"11.8-9999",841.50,28.49,"2_FRST_BESMMG_11.8-9999",301,"000020155"
302,2.00,71575.87,"FRST",8156.25,"BESVL",799.87,"11.8-9999",201.93,18.44,"2_FRST_BESVL_11.8-9999",302,"000020156"
303,2.00,71575.87,"FRST",8156.25,"BESVL",799.87,"4.29-11.8",433.68,7.53,"2_FRST_BESVL_4.29-11.8",303,"000020157"
304,2.00,71575.87,"FRST",8156.25,"BESVL",799.87,"0-4.29",164.25,2.83,"2_FRST_BESVL_0-4.29",304,"000020158"
305,2.00,71575.87,"FRST",8156.25,"BETL",64.12,"0-4.29",6.75,3.30,"2_FRST_BETL_0-4.29",305,"000020159"
306,2.00,71575.87,"FRST",8156.25,"BETL",64.12,"4.29-11.8",25.31,8.28,"2_FRST_BETL_4.29-11.8",306,"000020160"
307,2.00,71575.87,"FRST",8156.25,"BETL",64.12,"11.8-9999",32.06,17.69,"2_FRST_BETL_11.8-9999",307,"000020161"
308,2.00,71575.87,"FRST",8156.25,"FEAL",276.18,"4.29-11.8",119.81,8.59,"2_FRST_FEAL_4.29-11.8",308,"000020162"
309,2.00,71575.87,"FRST",8156.25,"FEAL",276.18,"11.8-9999",138.93,18.94,"2_FRST_FEAL_11.8-9999",309,"000020163"
310,2.00,71575.87,"FRST",8156.25,"FEAL",276.18,"0-4.29",17.43,2.91,"2_FRST_FEAL_0-4.29",310,"000020164"
311,2.00,71575.87,"FRST",8156.25,"NM",2.25,"0-4.29",1.12,3.25,"2_FRST_NM_0-4.29",311,"000020165"
312,2.00,71575.87,"FRST",8156.25,"NM",2.25,"4.29-11.8",1.12,8.69,"2_FRST_NM_4.29-11.8",312,"000020166"
313,2.00,71575.87,"FRST",8156.25,"PBESMM",1185.18,"11.8-9999",270.00,19.55,"2_FRST_PBESMM_11.8-9999",313,"000020167"
314,2.00,71575.87,"FRST",8156.25,"PBESMM",1185.18,"4.29-11.8",654.75,7.61,"2_FRST_PBESMM_4.29-11.8",314,"000020168"
315,2.00,71575.87,"FRST",8156.25,"PBESMM",1185.18,"0-4.29",260.43,2.79,"2_FRST_PBESMM_0-4.29",315,"000020169"
316,2.00,71575.87,"FRST",8156.25,"PBLVWS",13.50,"0-4.29",0.56,3.72,"2_FRST_PBLVWS_0-4.29",316,"000020170"
317,2.00,71575.87,"FRST",8156.25,"PBLVWS",13.50,"4.29-11.8",11.25,8.39,"2_FRST_PBLVWS_4.29-11.8",317,"000020171"
318,2.00,71575.87,"FRST",8156.25,"PBLVWS",13.50,"11.8-9999",1.68,12.62,"2_FRST_PBLVWS_11.8-9999",318,"000020172"
319,2.00,71575.87,"RNGB",781.87,"BESVL",205.87,"4.29-11.8",43.87,6.68,"2_RNGB_BESVL_4.29-11.8",319,"000020173"
320,2.00,71575.87,"RNGB",781.87,"BESVL",205.87,"11.8-9999",3.93,13.15,"2_RNGB_BESVL_11.8-9999",320,"000020174"
321,2.00,71575.87,"RNGB",781.87,"BESVL",205.87,"0-4.29",158.06,1.86,"2_RNGB_BESVL_0-4.29",321,"000020175"
322,2.00,71575.87,"RNGB",781.87,"BETL",41.06,"0-4.29",8.43,2.74,"2_RNGB_BETL_0-4.29",322,"000020176"
323,2.00,71575.87,"RNGB",781.87,"BETL",41.06,"11.8-9999",3.93,12.55,"2_RNGB_BETL_11.8-9999",323,"000020177"
324,2.00,71575.87,"RNGB",781.87,"BETL",41.06,"4.29-11.8",28.68,8.01,"2_RNGB_BETL_4.29-11.8",324,"000020178"
325,2.00,71575.87,"RNGB",781.87,"LSYKIP",516.93,"0-4.29",158.62,2.13,"2_RNGB_LSYKIP_0-4.29",325,"000020179"
326,2.00,71575.87,"RNGB",781.87,"LSYKIP",516.93,"4.29-11.8",254.81,7.81,"2_RNGB_LSYKIP_4.29-11.8",326,"000020180"
327,2.00,71575.87,"RNGB",781.87,"LSYKIP",516.93,"11.8-9999",103.50,16.19,"2_RNGB_LSYKIP_11.8-9999",327,"000020181"
328,2.00,71575.87,"RNGB",781.87,"TL",18.00,"4.29-11.8",9.00,8.62,"2_RNGB_TL_4.29-11.8",328,"000020182"
329,2.00,71575.87,"RNGB",781.87,"TL",18.00,"0-4.29",2.81,2.81,"2_RNGB_TL_0-4.29",329,"000020183"
330,2.00,71575.87,"RNGB",781.87,"TL",18.00,"11.8-9999",6.18,13.17,"2_RNGB_TL_11.8-9999",330,"000020184"
331,2.00,71575.87,"WATR",612.56,"AGVKTU",69.75,"4.29-11.8",9.56,6.53,"2_WATR_AGVKTU_4.29-11.8",331,"000020185"
332,2.00,71575.87,"WATR",612.56,"AGVKTU",69.75,"0-4.29",60.18,1.27,"2_WATR_AGVKTU_0-4.29",332,"000020186"
333,2.00,71575.87,"WATR",612.56,"BELVSI",19.12,"0-4.29",11.25,0.59,"2_WATR_BELVSI_0-4.29",333,"000020187"
334,2.00,71575.87,"WATR",612.56,"BELVSI",19.12,"4.29-11.8",5.06,8.21,"2_WATR_BELVSI_4.29-11.8",334,"000020188"
335,2.00,71575.87,"WATR",612.56,"BELVSI",19.12,"11.8-9999",2.81,16.48,"2_WATR_BELVSI_11.8-9999",335,"000020189"
336,2.00,71575.87,"WATR",612.56,"BESMMG",6.18,"0-4.29",5.62,2.43,"2_WATR_BESMMG_0-4.29",336,"000020190"
337,2.00,71575.87,"WATR",612.56,"BESMMG",6.18,"4.29-11.8",0.56,5.04,"2_WATR_BESMMG_4.29-11.8",337,"000020191"
338,2.00,71575.87,"WATR",612.56,"LSYKIP",480.37,"0-4.29",307.68,2.08,"2_WATR_LSYKIP_0-4.29",338,"000020192"
339,2.00,71575.87,"WATR",612.56,"LSYKIP",480.37,"4.29-11.8",161.43,7.20,"2_WATR_LSYKIP_4.29-11.8",339,"000020193"
340,2.00,71575.87,"WATR",612.56,"LSYKIP",480.37,"11.8-9999",11.25,14.41,"2_WATR_LSYKIP_11.8-9999",340,"000020194"
341,2.00,71575.87,"WATR",612.56,"NM",18.56,"0-4.29",15.75,1.89,"2_WATR_NM_0-4.29",341,"000020195"
342,2.00,71575.87,"WATR",612.56,"NM",18.56,"4.29-11.8",2.81,5.45,"2_WATR_NM_4.29-11.8",342,"000020196"
343,2.00,71575.87,"WATR",612.56,"TL",18.56,"4.29-11.8",10.12,7.49,"2_WATR_TL_4.29-11.8",343,"000020197"
344,2.00,71575.87,"WATR",612.56,"TL",18.56,"0-4.29",8.43,1.65,"2_WATR_TL_0-4.29",344,"000020198"
345,2.00,71575.87,"A1XX",43179.75,"AGVKTU",2844.56,"11.8-9999",1.68,12.99,"2_A1XX_AGVKTU_11.8-9999",345,"000020199"
346,2.00,71575.87,"A1XX",43179.75,"AGVKTU",2844.56,"4.29-11.8",358.87,5.97,"2_A1XX_AGVKTU_4.29-11.8",346,"000020200"
347,2.00,71575.87,"A1XX",43179.75,"AGVKTU",2844.56,"0-4.29",2484.00,1.53,"2_A1XX_AGVKTU_0-4.29",347,"000020201"
348,2.00,71575.87,"A1XX",43179.75,"AGVLTA",1447.31,"0-4.29",1055.81,1.52,"2_A1XX_AGVLTA_0-4.29",348,"000020202"
349,2.00,71575.87,"A1XX",43179.75,"AGVLTA",1447.31,"4.29-11.8",339.75,6.84,"2_A1XX_AGVLTA_4.29-11.8",349,"000020203"
350,2.00,71575.87,"A1XX",43179.75,"AGVLTA",1447.31,"11.8-9999",51.75,14.92,"2_A1XX_AGVLTA_11.8-9999",350,"000020204"
351,2.00,71575.87,"A1XX",43179.75,"BELVSI",131.06,"0-4.29",82.12,2.71,"2_A1XX_BELVSI_0-4.29",351,"000020205"
352,2.00,71575.87,"A1XX",43179.75,"BELVSI",131.06,"4.29-11.8",48.93,6.42,"2_A1XX_BELVSI_4.29-11.8",352,"000020206"
353,2.00,71575.87,"A1XX",43179.75,"BELVTS",1642.50,"0-4.29",639.56,2.79,"2_A1XX_BELVTS_0-4.29",353,"000020207"
354,2.00,71575.87,"A1XX",43179.75,"BELVTS",1642.50,"11.8-9999",203.62,15.72,"2_A1XX_BELVTS_11.8-9999",354,"000020208"
355,2.00,71575.87,"A1XX",43179.75,"BELVTS",1642.50,"4.29-11.8",799.31,7.18,"2_A1XX_BELVTS_4.29-11.8",355,"000020209"
356,2.00,71575.87,"A1XX",43179.75,"BESMMG",51.75,"4.29-11.8",25.87,6.38,"2_A1XX_BESMMG_4.29-11.8",356,"000020210"
357,2.00,71575.87,"A1XX",43179.75,"BESMMG",51.75,"0-4.29",21.37,3.00,"2_A1XX_BESMMG_0-4.29",357,"000020211"
358,2.00,71575.87,"A1XX",43179.75,"BESMMG",51.75,"11.8-9999",4.50,18.82,"2_A1XX_BESMMG_11.8-9999",358,"000020212"
359,2.00,71575.87,"A1XX",43179.75,"BESVL",1474.87,"11.8-9999",80.43,15.25,"2_A1XX_BESVL_11.8-9999",359,"000020213"
360,2.00,71575.87,"A1XX",43179.75,"BESVL",1474.87,"4.29-11.8",533.25,6.80,"2_A1XX_BESVL_4.29-11.8",360,"000020214"
361,2.00,71575.87,"A1XX",43179.75,"BESVL",1474.87,"0-4.29",861.18,2.24,"2_A1XX_BESVL_0-4.29",361,"000020215"
362,2.00,71575.87,"A1XX",43179.75,"BETL",7433.43,"4.29-11.8",1667.81,6.56,"2_A1XX_BETL_4.29-11.8",362,"000020216"
363,2.00,71575.87,"A1XX",43179.75,"BETL",7433.43,"11.8-9999",201.37,15.57,"2_A1XX_BETL_11.8-9999",363,"000020217"
364,2.00,71575.87,"A1XX",43179.75,"BETL",7433.43,"0-4.29",5564.25,1.89,"2_A1XX_BETL_0-4.29",364,"000020218"
365,2.00,71575.87,"A1XX",43179.75,"FEAL",5075.43,"4.29-11.8",1647.56,6.81,"2_A1XX_FEAL_4.29-11.8",365,"000020219"
366,2.00,71575.87,"A1XX",43179.75,"FEAL",5075.43,"0-4.29",3155.62,2.27,"2_A1XX_FEAL_0-4.29",366,"000020220"
367,2.00,71575.87,"A1XX",43179.75,"FEAL",5075.43,"11.8-9999",272.25,15.84,"2_A1XX_FEAL_11.8-9999",367,"000020221"
